what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1283288363937
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1283288363937
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1283288364000
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1283288364000
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1283288364000
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1283288364000
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1283288364000
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1283288364015
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1283288364015
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1283288364015
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1283288364015
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1283288364015
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1283288364015
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1283288364015
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1283288364015
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1283288364031
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1283288364031
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1283288364031
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1283288364031
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1283288364031
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1283288364046
os,sysinfo,,,"win32",1283288364046
arch,sysinfo,,,"x86",1283288364046
ws,sysinfo,,,"win32",1283288364046
locale,sysinfo,,,"zh_CN",1283288364046
processors,sysinfo,,,"4",1283288364046
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1283288364046
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1283288364046
java.specification.name,sysinfo,,,"Java Platform API Specification",1283288364046
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1283288364046
java.specification.version,sysinfo,,,"1.6",1283288364046
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1283288364046
java.version,sysinfo,,,"1.6.0_21",1283288364046
java.vm.info,sysinfo,,,"mixed mode",1283288364046
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1283288364046
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1283288364046
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1283288364046
java.vm.specification.version,sysinfo,,,"1.0",1283288364046
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1283288364046
java.vm.version,sysinfo,,,"17.0-b17",1283288364046
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1283288364609
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1283288364750
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1283288365296
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1283288365375
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1283288365953
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1283288366140
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1283288366312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283288367343
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1283288367625
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1283288367812
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1283288367875
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1283288368187
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1283288368234
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1283288368500
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1283288368781
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1283288368796
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1283288368984
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1283288369312
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1283288369421
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1283288370468
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1283288370562
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1283288372906
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1283288372906
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1283288375125
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1283288375375
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1283288375421
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283288385828
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1283288388171
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1283288388187
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283288388250
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1283288699484
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1283288699500
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1283288699500
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1283288699500
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1283288699500
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1283288699500
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1283288699500
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1283288699500
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1283288699500
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1283288699500
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1283288699500
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1283288699515
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1283288699515
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1283288699515
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1283288699515
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1283288699515
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1283288699515
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1283288699515
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1283288699515
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1283288699515
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1283288699515
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1283288699531
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1283288699531
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1283288699531
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.artifact.repository",1283288699531
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1283288699531
started,bundle,org.eclipse.equinox.p2.director,2.0.0.v20100525,"org.eclipse.equinox.p2.director",1283288699531
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1283288699531
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1283288699531
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1283288699531
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1283288699546
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1283288699546
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1283288699546
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1283288699546
started,bundle,org.eclipse.equinox.p2.publisher,1.1.0.v20100513,"org.eclipse.equinox.p2.publisher",1283288699546
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1283288699546
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1283288699562
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.0.v20100513,"org.eclipse.equinox.p2.touchpoint.eclipse",1283288699562
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1283288699562
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1283288699562
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1283288699562
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1283288699562
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1283288699562
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1283288699562
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1283288699562
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1283288699562
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1283288699562
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1283288699578
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1283288699578
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1283288699578
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1283288699578
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1283288699578
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1283288699578
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1283288699578
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1283288699578
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1283288699578
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1283288699578
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1283288699578
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1283288699578
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1283288699578
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1283288699578
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1283288699578
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1283288699578
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1283288699593
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1283288699593
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1283288699593
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1283288699593
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1283288699593
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1283288699593
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1283288699593
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1283288699609
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1283288699609
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1283288699609
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1283288699609
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1283288699609
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1283288699609
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1283288699609
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1283288699609
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1283288699625
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1283288699625
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1283288699625
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1283288699625
os,sysinfo,,,"win32",1283288699625
arch,sysinfo,,,"x86",1283288699625
ws,sysinfo,,,"win32",1283288699625
locale,sysinfo,,,"zh_CN",1283288699625
processors,sysinfo,,,"4",1283288699625
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1283288699625
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1283288699625
java.specification.name,sysinfo,,,"Java Platform API Specification",1283288699625
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1283288699625
java.specification.version,sysinfo,,,"1.6",1283288699625
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1283288699625
java.version,sysinfo,,,"1.6.0_21",1283288699625
java.vm.info,sysinfo,,,"mixed mode",1283288699625
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1283288699625
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1283288699625
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1283288699625
java.vm.specification.version,sysinfo,,,"1.0",1283288699625
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1283288699625
java.vm.version,sysinfo,,,"17.0-b17",1283288699625
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1283288725921
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1283288726656
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1283288726984
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1283288727000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283288727171
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1283288727296
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1283288727687
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1283288728093
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1283288732359
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1283288743984
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1283289059187
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1283289059250
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289207265
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1283289207312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289207578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289213593
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289216718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289216812
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289277046
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProgressView",1283289285968
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProgressView",1283289286015
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289290671
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289823625
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289833734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283289833828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290121312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290125906
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290339406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290340984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290362765
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290362781
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290517640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290521156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290793468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290795390
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290795406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290795484
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290940328
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283290942390
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291050921
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291051562
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291070718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291072843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291130515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291134984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291134984
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291135109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291170484
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291172546
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291172546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291172656
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291233109
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291235515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291236546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291236656
error,log,,,"An error occurred while collecting items to be installed",1283291416031
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291461000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291461375
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291468406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291637953
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1283291638000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291638296
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291647046
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291649109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291649140
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291649218
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1283291851703
